"","Control1","Control2","Control3","Control4","Control5","Control6","Treatment1","Treatment2","Treatment3","Treatment4","Treatment5","Treatment6"
"ENSG00000223764.2",1.28023767991679,-0.109970096499842,0.870335692675219,3.13007628153601,3.45473276102147,4.21673362840318,-0.601477178859776,-2.8825257354031,-0.963966902385993,3.2727690638508,0.202746428003928,3.29172903825569
"ENSG00000187634.13",4.85969720496056,4.20502433225298,4.7360794825154,4.21151051504333,4.52824526343585,5.76512573715306,3.81488571788564,4.04952493410382,3.88377309115236,4.54585379921965,4.06910209970963,4.80696384606191
"ENSG00000188976.11",6.894947524032,6.70460139604667,6.57247303216248,7.88834472441193,8.02669758664873,7.83812434649393,6.78527291708383,6.65166905166761,6.57817206892426,7.77343195416721,7.49665096223205,7.88086106704018
"ENSG00000187961.14",4.94185302795192,4.43406806429868,4.53871420158401,4.9757744576137,5.15558192858801,5.32264402745779,4.87011834843562,5.40339017228099,4.85195003317503,5.00260927257737,5.31154239979953,5.14820963823365
"ENSG00000187583.11",1.3655449925413,0.75548778012133,0.516153398783229,2.18766377308896,2.48458874518073,2.93334820977321,0.964502218493807,0.661794780820712,1.09935903298284,2.53067160107768,0.806324606892431,2.73578051977904
"ENSG00000272512.1",0.0332252918073397,0.175938775586539,0.17845798803755,-3.43543385651897,-2.51193906291247,-1.82661920975461,-0.124155401326589,0.486708074262621,0.258425518950454,0.163043462185261,-2.36360039454988,-0.450920194414101
"ENSG00000188290.11",3.77582896184951,4.22670458375671,3.93862043224169,3.48683196497646,3.86577202668109,3.85118431194345,3.93189072856589,6.19991903108062,4.47940172829442,3.62548697135466,4.59684715761159,3.69203775942794
"ENSG00000187608.10",4.20218431059496,4.35215395534359,4.0358921970904,3.63526213415196,3.67788549596755,3.69245535531008,4.3119989288595,4.8805021553493,4.19668028546831,3.71303830250235,3.98171954869171,3.85701956219416
"ENSG00000188157.15",7.56667230590437,7.39532486429536,7.27787805639261,8.28279320184039,8.593616936266,8.6758337726233,7.29891610977943,7.51300840005921,7.23784286196157,8.47033588555318,8.8884736482463,8.55583647875471
"ENSG00000217801.10",2.58596382254276,2.46507693535623,2.8127704051414,3.97274422116908,4.09482202808725,4.50301698026801,2.24573373201194,2.88123991810682,2.50217493784086,3.97630865486392,4.21092035944963,3.9023040309628
"ENSG00000131591.18",3.88098076332853,3.38495396504177,3.53948590261385,4.66785395189305,4.83678909131861,4.5762913334953,3.76638720019445,3.44140471239541,3.6946107930955,4.73621180455704,3.96800561423984,4.75442292615294
"ENSG00000078808.19",8.55267208405855,8.50791244415805,8.53160481353563,8.04830995690734,8.14069910668124,8.28594441050266,8.64854251125572,8.99820569973857,8.69043962786096,8.09737829095178,8.64552839498938,8.17594157495644
"ENSG00000176022.7",4.64473901021707,4.22278687587497,4.31181194525009,5.35386688909809,5.5057259320682,5.52967554420361,4.52294827443589,3.67376742248679,4.33088944625155,5.54466099630681,3.39334076638156,5.57611276428292
"ENSG00000184163.3",1.79261218068134,1.72811134119003,2.0326071215741,-1.99486126513299,-1.35439778592599,-1.57508044275865,1.8082465205226,2.71903873265519,2.32427806624508,-1.23550591430501,2.29790366104427,-0.791957112249167
"ENSG00000260179.1",0.228041468791363,0.109596280757842,0.0105133507234789,-2.54234906043548,-2.12491593980322,-2.75950501389608,0.233892119367425,-0.219560722680669,-0.183279930790469,-1.88758261088471,-0.282680399166313,-2.37691961297032
"ENSG00000160087.21",5.5848524898077,5.40713298423754,5.59510474017805,6.48151189463299,6.5292988638923,6.41836748957283,5.65868134845802,5.42783458409096,5.59022836177293,6.44908333632458,5.95241999228823,6.39808701820739
"ENSG00000230415.1",0.478364822875602,0.0400553475047656,0.412130334240001,-1.2885924681897,-1.35439778592599,-0.933534413671126,0.546276441583916,-0.219560722680669,0.739315565523924,-1.5250125315,-2.60460849405368,-0.261442395550388
"ENSG00000162572.21",3.58744426909739,2.67461993442567,3.07793111208359,0.876152294146934,1.15394343319226,1.90518467929581,3.22394931611985,2.67886829417965,3.295595311541,2.02843899647594,0.275809890193652,2.13825455759397
"ENSG00000131584.19",5.54044678956022,5.17137247834453,5.47681015115938,5.79852813725287,6.09567577801307,5.85219049241493,5.38296920478271,5.55441710052874,5.61288077960327,6.3825458239172,5.76528622315069,6.50225517258512
"ENSG00000169972.12",4.43214922889397,4.61084807508977,4.64148824920147,4.60974073082762,4.74544877978018,4.6226277151972,4.65757371305552,5.63711051744011,4.84140493339251,4.44546622423217,5.27970080578123,4.36993057012773
"ENSG00000127054.21",5.75720485147965,5.4446187551778,5.50789704817794,6.2397671129724,6.43889719229308,6.23201683217962,5.72996671114778,6.2669391391548,5.79263218503089,6.24586544515845,6.54120788887483,6.35801576346298
"ENSG00000240731.1",1.32352177764559,0.75548778012133,0.850572437853789,0.812493656924616,1.0067897394086,1.32795782735426,0.737324734591983,2.41922447754663,1.47173006745894,1.23579980462058,2.10086681398471,0.915862136257522
"ENSG00000224051.7",4.88880679359028,4.65803290545388,4.64865871645182,5.01871853062548,5.09425258065894,4.92380864421815,4.65905037136344,3.64972194852014,4.60938897868718,4.92528229256517,4.03003757298093,4.91647539664546
"ENSG00000107404.20",6.21205510365648,6.25071166079024,6.26335396319226,6.92604000948478,7.08037421519642,6.88582590544859,6.32205422311189,6.80844224549341,6.46894968923102,6.70184561197111,7.88606008611816,6.84079579838035
"ENSG00000162576.17",-1.21253112259462,-1.54490715321639,-0.971784647543062,7.62362083862158,7.93140300051094,7.23574821942677,-1.22950840147282,-1.5288887807884,-1.20497500188979,6.95416891751962,8.36281428600416,7.10002906027561
"ENSG00000175756.13",6.28183876851334,6.19730870163702,6.12983878339088,6.73359633931202,6.88417167281936,6.66733152033959,6.29048517522136,6.50141850635066,6.3154948689787,6.48931796246304,6.6725732180036,6.58636183053137
"ENSG00000221978.12",7.12234867912896,6.66328203691874,7.04339240087702,7.42310225618092,7.5748095981114,7.76663850926978,6.76450210811062,7.17260603485427,6.80946821142957,7.33791176395447,6.8471645972862,7.40126705644899
"ENSG00000224870.7",3.79389514656481,3.40583773198156,3.73000780866328,3.89804099219643,4.1484683031261,3.85118431194345,3.64048261132417,2.45930191692197,3.64998780167487,4.21695374372457,3.19098845712776,4.2190215954879
"ENSG00000242485.6",4.6028979215039,4.4970561398873,4.3874828091688,5.71177106842326,5.83235684500335,5.74287477555379,4.61864029581728,4.19666271586832,4.41862941442429,5.77910636153764,4.876273484455,5.77045493104692
"ENSG00000272455.1",2.12986107485246,2.22768235068054,2.35365793152054,-0.0139700880806927,0.657985938529844,-0.110412175755206,1.97876291161898,0.913333547816677,2.04983889713904,1.01472071522816,1.40356543739202,0.749612792958608
"ENSG00000179403.12",0.553003623768358,0.109596280757842,0.889831868301016,3.11696078174576,3.07994285174848,3.74251306186482,2.56844782258254,1.26043221843894,2.05896990889117,3.55457101632076,1.26687676542364,3.77823592914165
"ENSG00000160072.20",4.93721599691006,5.04172416786538,4.93451936743494,5.45808437656369,5.61853249868922,5.37771903514129,4.99697677449751,5.66565397627635,5.20029541722795,5.64676659568382,5.63856548941927,5.6808916488416
"ENSG00000197785.14",5.59666279912677,5.57787291868802,5.51576130881183,6.09288070836953,6.27470755921771,5.8859896712744,5.35590942355096,5.37433815775015,5.43756905042215,5.81516726794359,6.04676941420768,5.93687041247336
"ENSG00000160075.12",7.02628302742447,6.99439528824079,7.02394803898193,6.84052433007418,6.82224825814379,6.90308244997898,6.99478567139692,6.8699478353739,6.88746182485448,6.750594686086,6.5098437179655,6.76041312711077
"ENSG00000215014.5",-1.13236077391064,-1.9074772326011,-1.47135565703357,-0.688199926898936,-0.539953439082065,-0.0691895130286929,-1.75034056477426,-3.24509581478781,-1.60551293147352,0.227894606535229,-1.97657727144063,0.0912292227680826
"ENSG00000228594.4",4.53086074073102,4.07633073389632,4.29545880369909,1.07009417670778,0.885653301906966,0.675881130774569,4.40469761826819,4.1011012948627,4.23343883547843,1.90497530924482,0.854823124583622,2.00620863835378
"ENSG00000286989.1",0.915573703153067,0.75548778012133,0.65934803461102,-3.07286377713426,-3.04245377961125,-3.89700853764601,1.51400003856016,1.31387147740041,1.32805970678751,-0.994497814801219,-2.60460849405368,-1.23941608922039
"ENSG00000272106.1",1.55905266844116,1.06652755886596,1.20204480835517,1.7287547753742,1.89090902735846,2.18620483060297,1.53987867038577,1.65490839523547,1.29752533863939,2.2785206796052,2.61895447099071,2.13825455759397
"ENSG00000197530.13",5.26874936438545,5.1026845168351,5.33821845487999,5.11531292886427,5.37211401592231,5.43793509308061,5.29167561595306,5.91152905096993,5.48745557785062,5.37607782882348,5.72671563742734,5.51830221000722
"ENSG00000248333.9",5.5981323129191,5.49583918912692,5.41339382435803,5.62719055432339,5.58325506345322,5.56365212696159,5.76604463933782,5.45781893405277,5.60355046387575,5.55338540192101,5.30610236680443,5.59845072052096
"ENSG00000189339.12",6.53489464201551,6.51338528763473,6.6743569305767,5.66747917723426,5.76024208100518,5.65258362979574,6.59549853894682,6.8410404102395,6.76377905020652,5.23234660916571,5.06974429648893,5.21354268489821
"ENSG00000008128.23",1.50993490187647,1.48810790401157,1.85553869074714,1.63372816798843,1.57552377833787,1.46054346697207,1.63898681539869,2.06129142920378,1.92555656125244,1.63298930256649,1.7107469469102,1.98765281932553
"ENSG00000268575.1",1.30923755163934,0.798237427580668,1.08851586272475,-0.514868324013374,-0.379488766888819,-0.933534413671126,0.845038551892236,0.634049790337808,0.890182231150552,-0.171375576885298,-0.509451261013335,0.125580727558859
"ENSG00000215790.8",2.23938644238537,1.99941336300742,2.49403058788509,0.551627087773532,0.501866736612562,0.601242329881813,2.51726036772375,2.08197558337552,2.33183146067672,0.46156695273768,0.411693318275425,0.374401274172953
"ENSG00000008130.15",5.93343740393074,5.626130609593,5.7133487200582,5.79921252770256,5.9591107960121,5.96996124070881,5.70087054705807,5.62130000259265,5.7354053387986,5.76551836336733,5.23574029016757,5.75955890537885
"ENSG00000078369.18",9.4916442588417,9.46924250171506,9.41961613816255,9.3776888116915,9.35833673041943,9.21376837086354,9.3841694619213,9.53787315159851,9.33162544757396,9.19009147773617,9.59782147196168,9.17546130096123
"ENSG00000231050.1",-0.0750275988446839,-0.322514731879943,-0.65691131018965,-0.816524023874476,-1.00292541542461,-0.110412175755206,0.13548841530643,0.356940199292291,0.258425518950454,-0.788046937333792,-1.1098438023041,-0.669100364463634
"ENSG00000067606.17",-0.849961043209911,-1.17051163843489,-0.601416197597947,-1.2885924681897,-2.51193906291247,-0.336293583171534,-0.916350516213188,-1.19446974171784,-1.85705169846948,1.25148142685285,-1.01964599333252,1.13404230630706
"ENSG00000162585.17",5.74266209791431,5.40540572268326,5.47519775083408,5.43625140781649,5.70536623238966,5.63554220163826,5.74881205221349,5.71283536187827,5.7636045271263,5.48621472392326,5.42731196087246,5.61290060714727
"ENSG00000157933.10",6.25600564910592,6.26220920827169,6.3034314025676,6.6087650798532,6.68300715884495,6.51598463517188,6.26501388163284,5.95562767402285,6.22205207517662,6.45502123404179,6.43356227409252,6.45491541391458
"ENSG00000287356.1",0.50367591140479,-0.109970096499842,0.490842310254042,-0.957386559714325,-0.854826776435477,-1.82661920975461,-0.207813330373499,0.0972963826592714,0.0174174194466594,-0.922348029045383,-2.89411511124866,-0.729221356901205
"ENSG00000116151.14",2.82057718921732,2.69738482555776,2.9993382751668,2.64899492464174,2.5656983484818,2.81173050371357,2.88848880792563,2.41107363642577,2.75344589435881,2.49817709587189,1.6012958044942,2.4610236289207
"ENSG00000157916.20",7.84143353532817,7.91216966451546,8.04019253798,7.38166400794017,7.45306817673516,7.24164724736835,7.67437344426336,7.80640447176577,7.76578454966461,7.37596605698217,7.18877312930204,7.41478594816619
"ENSG00000157911.11",5.05532566669602,4.87450688908777,5.05382760847396,4.84533691361163,4.93673320965333,4.83702360191892,4.9226996056919,4.75087318219608,4.81739281113867,4.57106811731897,4.32290013263334,4.78832239558839
"ENSG00000149527.18",-4.75685163881843,-6.29979465537986,-3.52198173010354,-1.59893258880185,-1.68881682499655,-3.89700853764601,-3.46654759877367,-3.73052264195805,-3.92744102636088,0.129490902474235,0.854823124583622,0.611007554729101
"ENSG00000157881.16",4.84244135586576,4.7398098625739,4.6241323100677,4.62988610169403,4.76131858525179,4.87051384858253,4.90911248005148,4.33664278505906,4.7555535573208,4.50718629088815,5.13501871096205,4.57027897129173
"ENSG00000157873.18",1.96652489059982,2.1389971971984,2.55635972117825,-0.750935682246899,-0.854826776435477,-0.933534413671126,2.30729806109369,3.36750944100248,2.89273793605431,-0.551979579100268,-1.54047815663396,-0.791957112249167
"ENSG00000157870.17",3.23372510729495,2.83206230522893,3.11567819370728,2.96909951596943,3.07994285174848,3.17980705940482,2.85280195201192,3.40081989716521,3.13217382993634,3.22987497066347,2.08061813014091,3.22596479574809
"ENSG00000142611.17",-0.364534216039669,0.207999984818837,0.209822158946886,-6.24278877857657,-3.8904506861662,-4.63397413181222,-0.39125947146943,0.936233949926755,-0.0996220017435599,-3.10997503222116,-3.25668519063337,-2.82437858994154
"ENSG00000287828.1",0.426370185237341,0.300118186807268,-0.0255559039840429,-0.409898764411832,-0.854826776435477,-2.31204603692486,0.326010321355856,-0.219560722680669,0.784053880289208,-0.853635278961369,-2.36360039454988,-0.998407989716594
"ENSG00000162591.16",6.32507556890067,6.14961195960572,6.49661588536258,8.1044865452702,8.32914138223812,8.76996990834138,5.94859053141519,6.46792239949431,6.33582817401178,7.96156181700409,7.33136013617285,8.13897730133901
"ENSG00000158109.15",5.40931144382768,5.92511143533991,5.79316783215276,5.80943961477083,5.92429198128828,5.61908542577117,5.47805989262958,5.939425362158,5.72826856915763,5.54704561675202,6.08411866024692,5.63393480486437
"ENSG00000116213.16",4.85232709932355,4.87450688908777,4.86849434585105,4.60505157705414,4.75123983639041,4.81654981875878,4.70980367182808,5.0800489927831,4.90481608801706,4.70380615899588,4.78066565172096,4.7789105585862
"ENSG00000227372.12",5.30878888267572,4.9546434928874,5.19960576290375,1.79613021071573,1.92204753916737,3.05019004661604,4.85473629202133,5.00486414093729,4.81873735461053,2.75076710258347,1.48285434719666,2.75784894305837
"ENSG00000130764.10",5.84893651012278,5.97137653575991,5.968439410733,6.12817101472081,6.25751736761736,6.10383654392119,5.87234792505471,6.14507314141238,5.97794597865725,6.07737704097934,6.20362442481015,6.06906084609915
"ENSG00000116198.14",5.35558786796312,5.47622705987295,5.60545994001726,5.59128717485831,5.64521350464397,5.67474410585753,5.10493419237934,5.18535673687772,5.09548156269475,5.60312503477671,5.37942149953642,5.58153643623794
"ENSG00000169598.17",3.39796647023367,3.26435483460587,3.40367866952482,3.13007628153601,3.27746917938574,3.19680513575672,3.22793466407103,3.3842608052918,3.24848271570288,3.19380571595595,3.09835121606593,3.11493348335935
"ENSG00000198912.12",5.18517406589242,5.5239706244098,5.41591748979611,4.57339490285577,4.34508492054426,4.33852706906445,5.36860050794925,6.10268371801234,5.67209993928317,4.20894431279387,5.39692764987945,4.32444461339907
"ENSG00000236423.6",-2.64137442139849,-2.84036303674256,-2.86990503352385,0.956883566259791,0.776305905718605,-0.336293583171534,-3.10397751938896,-4.46748823612425,-2.1619062799979,0.796915563387364,-0.0416722996625185,0.992314196695395
"ENSG00000226374.3",-6.34181413953959,-6.29979465537986,-6.32933665216115,-1.71922682251956,-0.926976562191312,-2.31204603692486,-6.27390252083127,-6.05245073684541,-6.24936912124824,1.62096677431728,-2.89411511124866,1.93050891222192
"ENSG00000284668.2",-6.34181413953959,-6.29979465537986,-6.32933665216115,0.745895908195592,0.295415859145136,-0.386046618368633,-6.27390252083127,-4.46748823612425,-6.24936912124824,2.20794000015958,0.202746428003928,1.99696056155176
"ENSG00000131697.18",5.32574096750155,5.15912455158773,5.17697092893916,4.63756002957945,4.83406316695375,4.89545642233393,5.04746191120817,5.45286461929083,5.13918638273432,4.55536088496402,5.5005857501044,4.73786383427953
"ENSG00000069424.15",5.40007413319567,5.18150024925124,5.42930298486343,2.52870069092402,2.91432569178963,3.28687492138622,4.98760478837078,4.9154959689673,5.03545497897638,3.63747204581337,4.84059450897718,3.82862929820271
"ENSG00000116254.18",1.20508032034805,1.52675383191106,1.9138373313118,-1.2885924681897,-2.51193906291247,-1.46404913036991,0.925769824005093,1.08710061555338,0.518815203528684,-0.607474691691971,-1.2060591175634,-0.611384866607347
"ENSG00000116251.11",6.66608913384246,6.77518300692129,6.78261405399202,6.44042517635785,6.4939013777956,6.91629167505652,6.53365365602765,7.13907120128274,6.68303020118555,6.4826896318791,6.30200883797966,6.52334343059865
"ENSG00000158286.13",1.94820470739303,1.06652755886596,1.45856590723029,3.95319851945193,4.26031205818922,5.168542233309,1.48764871161321,0.715733587931516,1.38725549929541,4.35944067498876,1.8843271188937,4.41749625337978
"ENSG00000116237.16",7.71066900439694,7.50302459543635,7.52874150396191,8.03761953268197,7.91843306872791,7.90720316892313,7.64281669214536,7.17140014612801,7.50374314159781,7.81788521675931,7.2675766611541,7.81463316812136
"ENSG00000158292.7",4.16697102252493,4.16679168233938,3.94329313281522,1.63372816798843,1.94243932799854,2.51238239849169,3.75538470613697,3.89152917749833,3.82878168648641,2.23185262010391,1.15512840777119,2.01539780980844
"ENSG00000097021.20",5.66836426448096,5.54843704571396,5.44750758024102,7.27623311704538,7.42163811463058,7.27654368458824,5.42523610444464,5.37956910996708,5.32001183827405,7.27240882537686,7.08681780984788,7.29090156760445
"ENSG00000215788.11",1.85294271488266,1.64857257620482,1.87523449208806,2.87874473876346,3.23263606481486,3.71917269368586,1.52699737908903,1.49444372304223,1.89528912158364,3.86348318032635,3.41775931897478,3.77011567295226
"ENSG00000171680.23",3.69573281442259,3.75141428553491,3.43055153106069,4.43052029698512,4.58771220657143,4.92763204320741,3.60721143984383,3.92625972226095,3.98305180592783,4.85645030779069,5.46001180602685,5.04205737199658
"ENSG00000162408.11",3.88098076332853,3.92782128803436,4.06405380528284,4.90505211509576,4.6556720726916,4.58115435509162,3.97521093188246,4.1919130982751,3.98784083950678,4.35581808666758,3.94018035362722,4.45174581533269
"ENSG00000204859.13",3.52082321801921,3.62055820003522,3.69718679035862,3.63832518209852,3.93609780112472,3.9522401651184,3.5794070345724,3.08454037523482,3.74073484260926,3.96921341905026,3.50391596272449,4.00966144025929
"ENSG00000162413.16",5.29707424271268,5.43279678058515,5.42095161543051,6.23218460581457,6.29962088838789,5.78703872396701,5.260886690649,6.23785615941249,5.68542747093016,6.08669539240797,7.09819384545864,6.13219557198043
"ENSG00000116273.6",6.2638968578713,6.35372222404157,6.30388565163964,5.31227961275676,5.15885334731606,5.12369366614503,6.27516013773916,6.82272265008198,6.4373502447736,4.9167020928597,6.20420945930352,4.87921043100195
"ENSG00000041988.15",4.35602221842279,4.42044960290771,4.43470556514544,3.91076325313154,3.95879801659821,3.90389136227429,4.50335279436065,4.50883720831942,4.6140428376934,3.71586711721433,4.67320723033677,3.73994414472057
"ENSG00000007923.16",5.86733457081616,5.54373387923123,5.67242337616607,6.33864721087781,6.35628991232694,6.34449800317682,5.50622709879404,4.43840013989489,5.28347378971304,6.43413078126532,4.8193668736974,6.36836254493087
"ENSG00000171735.19",5.55186659885132,5.58475747860737,5.46873006820192,5.51000997985894,5.42016209549333,5.38051134899534,5.51359197886549,5.7003480215901,5.39673952025786,5.48869784853091,5.82660417092812,5.49385607230191
"ENSG00000049245.13",7.31650893350046,7.48922947341325,7.58532876915897,7.36396341653541,7.40382542880074,7.23934180380814,7.27648354570001,7.41909747415372,7.22851560310351,7.11040329547407,7.51043515610803,7.13232755999944
"ENSG00000049246.15",6.14476951952768,5.98705184735603,6.36871683200239,4.61596932135885,4.24192051256634,4.55502673590018,6.02730785046715,6.89281019049379,6.19383345604877,4.79624749435904,5.10525858310187,4.6913212483425
"ENSG00000049247.14",0.896590599785494,0.75548778012133,2.13418772111003,-2.33589818296806,-2.30548818544504,-3.89700853764601,-2.81447090219397,-2.35201101870432,-3.07944411980593,-3.10997503222116,-4.47907761196982,-2.82437858994154
"ENSG00000049249.9",-4.75685163881843,-3.49243973332225,-4.00740855727378,4.16341622684228,4.11517386302768,4.92763204320741,-6.27390252083127,-6.05245073684541,-3.44201419919064,4.09187661067446,3.23287609418832,4.13720264720038
"ENSG00000116288.13",8.032478221274,7.97930804941773,8.07080897856804,7.98775710604281,7.95307784844489,8.23696847483715,8.00940291483252,8.00765408211262,7.8338608708799,7.90427796207541,7.7885869255313,7.9518301022087
"ENSG00000284747.1",-1.29742002018113,-2.59935493723877,-2.42244605655263,0.0609919696005294,0.326780030054471,0.12091337035125,-2.81447090219397,-2.14556014123689,-3.07944411980593,0.32001280852366,-3.74211201780361,-0.306530285078926
"ENSG00000116285.13",8.74095862609987,8.80607294134077,8.38281414960321,7.24316628258049,7.16578057872854,7.22284042069079,8.22238954447907,7.83562655765504,7.98357638143611,6.5163424145397,7.80120985942561,6.44856923781251
"ENSG00000162426.16",1.28023767991679,1.11805785950604,1.12187445967118,1.19183944906015,1.20547373383234,2.35471055495995,1.07482563339981,0.661794780820712,0.869571951475266,0.859651318735326,2.32397717265416,0.954594530746237
"ENSG00000142599.19",6.58355485203487,6.80431263333871,6.6107933843203,6.59818579124531,6.58345795988009,6.6677125808386,6.77815601379563,6.90628321029753,6.90053673677681,6.31512428495017,7.61180668567262,6.32606107859998
"ENSG00000074800.16",12.2133778572713,11.9021425811962,11.951773840478,11.799410298844,11.7128684971184,11.7419872849681,12.0544261700285,11.6442383810482,11.7634790756207,11.3671015757277,11.568152827922,11.4263706670145
"ENSG00000142583.18",-6.34181413953959,-4.7148321546587,-6.32933665216115,2.68498918350577,2.57878410750146,2.09847598123149,-3.95197442594391,-6.05245073684541,-3.92744102636088,0.565590017280908,1.69751111975351,0.510605657771264
"ENSG00000180758.12",4.34381070018677,4.4970561398873,4.53407530678049,2.69679043573812,2.86176268169894,2.97335618193739,4.14078271497594,3.32909221433917,4.51798773287744,2.88751811216827,3.33897191088402,2.97593305511194
"ENSG00000049239.13",6.95696444141607,6.70950912294497,6.95476447383593,4.59405058117214,4.67407991465014,5.5397030044912,6.93295922200585,6.51288939036304,6.86192959301002,5.22442241462842,5.39487909427662,5.16997484691731
"ENSG00000171621.14",3.68194021375983,3.93262627179622,3.91977680055258,5.21305213054982,5.23934748702095,5.22762977653269,3.78002336069983,3.44938644805689,3.80455676028286,4.91424120519967,5.74130071572541,4.96944637120231
"ENSG00000284693.1",-0.00196413665496031,-1.17051163843489,-0.774747800483508,0.745895908195592,0.263354649912837,1.03845121015928,-1.1446195038863,-3.73052264195805,-2.00144160780466,0.0951393976834574,-2.36360039454988,-0.0939856496988251
"ENSG00000171612.7",4.89599333418355,5.1703557798945,5.14791567177681,-2.78335715993928,-1.8200613582748,-6.21893663253337,5.01554005485706,5.82521683722247,5.02966101520141,-6.27990003366347,-6.06404011269097,-6.28381020857884
"ENSG00000188807.13",4.76605677474003,4.99769484578112,4.83870861606294,5.4344904127356,5.60019966308182,5.3570752416734,4.90289395731633,5.30345090148301,5.00624962859135,5.42443593751885,5.0040663631678,5.51910999000643
"ENSG00000171608.16",4.94762843614875,4.98618545054835,4.95895269001982,5.33038500610991,5.4453862542118,5.52799750383892,4.81289716479218,4.79695436410235,4.78336540733847,5.5181666866996,5.38252629637509,5.5581471905207
"ENSG00000231789.2",3.66521312735438,3.53151258842219,3.57605035285698,-0.957386559714325,-0.281641443490674,0.224006863315353,3.62545440209184,3.89445553761099,3.58510192873598,-0.498540320138808,-1.01964599333252,-0.401167159217001
"ENSG00000171603.18",8.90903939593906,8.82388220948378,8.84445758126022,8.87245812246118,8.95609747573883,8.77271806858417,9.07700213945986,9.24285185740739,9.01232181871087,8.64607157774564,9.08232967761671,8.68021471917614
"ENSG00000178585.15",6.58355485203487,6.59861778630435,6.4353276399122,4.47403068275338,4.62918556667701,4.92635870240022,6.26549865819684,6.29986861800143,6.23972619416526,4.51857176743815,4.51055341464664,4.62383159508668
"ENSG00000162441.12",5.53891729560208,5.52873855507576,5.58840836128207,5.70302080632425,5.62248725730846,5.48106951834949,5.35499863119692,5.08773996634643,5.23495030239603,5.28281939338585,4.94368800194128,5.30068258839703
